0.586822,0.0989981
0.241647,0.47266
0.429388,0.0774585
0.739855,0.555702
0.173939,0.960134
0.829903,0.854904
0.339181,0.529293
0.32678,0.146191
0.321756,0.506316
0.865307,0.601711
0.950293,0.0256545
0.0902995,0.261913
0.195707,0.744509
0.715838,0.610409
0.501087,0.875877
0.11577,0.710236
0.90351,0.897185
0.463873,0.0344467
0.512897,0.320878
0.333017,0.949427
0.874417,0.419149
0.0478397,0.618599
0.12228,0.942907
0.686368,0.213579
0.875801,0.816073
0.182378,0.505887
0.484112,0.239803
0.995676,0.687868
0.0737702,0.778477
0.0273948,0.509457
0.819649,0.927092
0.32687,0.515946
0.34109,0.698697
0.0510549,0.864497
0.0980038,0.382105
0.765099,0.619567
0.932528,0.800377
0.816544,0.532107
0.800122,0.886025
0.403718,0.240895
0.975971,0.543979
0.186478,0.654555
0.676753,0.421983
0.427304,0.513514
0.239476,0.110091
0.948967,0.983244
0.629261,0.253829
0.638154,0.209487
0.600656,0.679686
0.900976,0.163389
0.855543,0.370668
0.631476,0.526846
0.317797,0.257882
0.250467,0.978215
0.392478,0.000831056
0.302775,0.515234
0.83972,0.686518
0.020888,0.49203
0.0910632,0.47958
0.977,0.908131
0.379974,0.208721
0.771249,0.881842
0.920565,0.213194
0.383376,0.62695
0.115564,0.407458
0.892956,0.226575
0.696206,0.0755095
0.506799,0.29022
0.284203,0.772402
0.85225,0.114677
0.85789,0.936993
0.789814,0.987509
0.961437,0.810166
0.208548,0.823754
0.417479,8.12018e-05
0.731739,0.903312
0.215621,0.796362
0.335926,0.608798
0.068461,0.557735
0.162366,0.45798
0.199285,0.6491
0.989585,0.866982
0.083272,0.798758
0.67781,0.271271
0.602726,0.239856
0.91144,0.922711
0.0574655,0.502736
0.00846122,0.615005
0.363401,0.739213
0.531003,0.68766
0.550949,0.306582
0.514424,0.0754596
0.890757,0.116158
0.649616,0.967349
0.515871,0.804489
0.354247,0.88613
0.465094,0.786722
0.162031,0.348522
0.354873,0.529275
0.218355,0.996032
0.649801,0.24193
0.173479,0.865935
0.222658,0.846747
0.864266,0.801975
0.616689,0.153924
0.379519,0.288723
0.936799,0.0485644
0.746692,0.571531
0.667612,0.0816961
0.965848,0.981008
0.857796,0.653524
0.0674459,0.399648
0.658144,0.72999
0.417279,0.420166
0.996341,0.249773
0.383718,0.310085
0.539328,0.585019
0.840443,0.968389
0.975455,0.0478865
0.669155,0.596864
0.724429,0.492339
0.40992,0.406742
0.075512,0.413819
0.637634,0.145999
0.524151,0.20533
0.609638,0.719839
0.840665,0.226026
0.241284,0.709862
0.260468,0.949876
0.262958,0.465268
0.0553296,0.981942
0.992504,0.990049
0.461045,0.55131
0.330053,0.182603
0.999124,0.717194
0.511424,0.434766
0.864572,0.314124
0.439733,0.958113
0.899508,0.0252751
0.0790125,0.451406
0.528485,0.0850153
0.621564,0.318609
0.232898,0.635812
0.247223,0.922664
0.848581,0.152033
0.450349,0.614936
0.540097,0.405105
0.5927,0.663402
0.0638703,0.33423
0.83113,0.884494
0.480623,0.731112
0.376674,0.365971
0.0345065,0.931977
0.928866,0.120221
0.644761,0.457307
0.24452,0.420443
0.036436,0.823202
0.572864,0.619634
0.551815,0.060801
0.618373,0.216858
0.747594,0.669172
0.384827,0.420237
0.583492,0.286094
0.166529,0.414783
0.807607,0.682254
0.756212,0.064981
0.20148,0.662202
0.593222,0.628373
0.970501,0.841441
0.971763,0.38763
0.488762,0.67141
0.794182,0.436927
0.201332,0.992565
0.049448,0.498158
0.681513,0.160986
0.0512831,0.175657
0.443996,0.0591088
0.468557,0.970392
0.657022,0.869725
0.947753,0.550978
0.85275,0.912752
0.26012,0.649016
0.849816,0.709483
0.278851,0.587473
